Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Length,Nuc_Completeness,Geo_Location,Region,Host,Isolation_Source,Collection_Date,GenBank_Title
FJ898411.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10690,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2891/2006, complete genome"
FJ898412.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10672,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2892/2006, complete genome"
FJ898413.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10684,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2894/2006, complete genome"
FJ898414.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10679,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2895/2006, complete genome"
FJ898415.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10672,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2896/2006, complete genome"
FJ898416.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10689,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2899/2006, complete genome"
FJ898417.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10690,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2900/2006, complete genome"
FJ898418.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10683,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2903/2006, complete genome"
FJ898419.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10676,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2904/2006, complete genome"
FJ898420.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10676,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2905/2006, complete genome"
FJ898421.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10690,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2906/2006, complete genome"
FJ898422.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10690,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2907/2006, complete genome"
FJ898423.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10679,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2908/2006, complete genome"
FJ898424.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10690,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2910/2006, complete genome"
FJ898425.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10691,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2911/2006, complete genome"
FJ898426.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10688,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2912/2006, complete genome"
FJ898427.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10689,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2914/2006, complete genome"
FJ898428.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10691,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2915/2006, complete genome"
FJ898429.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10688,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2916/2006, complete genome"
FJ898430.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10673,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2917/2006, complete genome"
FJ898431.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10690,complete,Viet Nam: South,South,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2919/2006, complete genome"
FJ906728.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Simmons,C.P., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10676,complete,Viet Nam: South,South,Homo sapiens,blood,2007,"Dengue virus 1 isolate DENV-1/VN/BID-V1852/2007, complete genome"
FJ906963.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10675,complete,Viet Nam: South,South,Homo sapiens,blood,2007,"Dengue virus 1 isolate DENV-1/VN/BID-V2735/2007, complete genome"
FJ906964.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10672,complete,Viet Nam: South,South,Homo sapiens,blood,2007,"Dengue virus 1 isolate DENV-1/VN/BID-V2736/2007, complete genome"
FJ906965.1,dengue virus type I,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,05/05/2009,10676,complete,Viet Nam: South,South,Homo sapiens,blood,2007,"Dengue virus 1 isolate DENV-1/VN/BID-V2737/2007, complete genome"
